--- <out-dir-9>/server_P9eg_1.log
(APIServer pid=292803) INFO 09-12 06:39:38 [loggers.py:310] Engine 000: Avg prompt throughput: 107.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 8 reqs, Waiting: 52 reqs, GPU KV cache usage: 29.2%, Prefix cache hit rate: 0.0%
(APIServer pid=292803) INFO 09-12 06:41:58 [loggers.py:310] Engine 000: Avg prompt throughput: 968.8 tokens/s, Avg generation throughput: 306.0 tokens/s, Running: 21 reqs, Waiting: 0 reqs, GPU KV cache usage: 76.6%, Prefix cache hit rate: 0.0%
(APIServer pid=292803) INFO 09-12 06:42:08 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.3 tokens/s, Avg generation throughput: 261.2 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 87.5%, Prefix cache hit rate: 0.0%
(APIServer pid=292803) INFO 09-12 06:42:18 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 357.4 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=292803) INFO 09-12 06:42:28 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
--- <out-dir-9>/server_P9eg_2.log
(APIServer pid=293943) INFO 09-12 06:39:38 [loggers.py:310] Engine 000: Avg prompt throughput: 107.7 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 8 reqs, Waiting: 52 reqs, GPU KV cache usage: 29.2%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:39:48 [loggers.py:310] Engine 000: Avg prompt throughput: 2798.4 tokens/s, Avg generation throughput: 148.5 tokens/s, Running: 27 reqs, Waiting: 33 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:39:58 [loggers.py:310] Engine 000: Avg prompt throughput: 215.2 tokens/s, Avg generation throughput: 498.9 tokens/s, Running: 26 reqs, Waiting: 32 reqs, GPU KV cache usage: 94.8%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:08 [loggers.py:310] Engine 000: Avg prompt throughput: 2583.2 tokens/s, Avg generation throughput: 96.5 tokens/s, Running: 27 reqs, Waiting: 32 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:18 [loggers.py:310] Engine 000: Avg prompt throughput: 107.6 tokens/s, Avg generation throughput: 525.5 tokens/s, Running: 27 reqs, Waiting: 33 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:28 [loggers.py:310] Engine 000: Avg prompt throughput: 2152.7 tokens/s, Avg generation throughput: 139.8 tokens/s, Running: 26 reqs, Waiting: 33 reqs, GPU KV cache usage: 94.8%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:38 [loggers.py:310] Engine 000: Avg prompt throughput: 753.4 tokens/s, Avg generation throughput: 445.8 tokens/s, Running: 27 reqs, Waiting: 33 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:48 [loggers.py:310] Engine 000: Avg prompt throughput: 1722.2 tokens/s, Avg generation throughput: 234.9 tokens/s, Running: 27 reqs, Waiting: 22 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:40:58 [loggers.py:310] Engine 000: Avg prompt throughput: 1183.9 tokens/s, Avg generation throughput: 354.3 tokens/s, Running: 27 reqs, Waiting: 12 reqs, GPU KV cache usage: 98.4%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:08 [loggers.py:310] Engine 000: Avg prompt throughput: 1291.5 tokens/s, Avg generation throughput: 335.0 tokens/s, Running: 22 reqs, Waiting: 0 reqs, GPU KV cache usage: 80.2%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:18 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 269.0 tokens/s, Running: 9 reqs, Waiting: 0 reqs, GPU KV cache usage: 32.8%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:28 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 23.6 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:38 [loggers.py:310] Engine 000: Avg prompt throughput: 861.1 tokens/s, Avg generation throughput: 1.0 tokens/s, Running: 15 reqs, Waiting: 9 reqs, GPU KV cache usage: 54.7%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:48 [loggers.py:310] Engine 000: Avg prompt throughput: 1722.1 tokens/s, Avg generation throughput: 312.0 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 87.5%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:41:58 [loggers.py:310] Engine 000: Avg prompt throughput: 968.9 tokens/s, Avg generation throughput: 296.0 tokens/s, Running: 21 reqs, Waiting: 0 reqs, GPU KV cache usage: 76.6%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:42:08 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.4 tokens/s, Avg generation throughput: 272.2 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 87.5%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:42:18 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 347.5 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=293943) INFO 09-12 06:42:28 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
