--- <out-dir-9>/server_P9gmu_1.log
(APIServer pid=297444) INFO 09-12 06:55:38 [loggers.py:310] Engine 000: Avg prompt throughput: 3013.7 tokens/s, Avg generation throughput: 114.4 tokens/s, Running: 28 reqs, Waiting: 32 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:55:40 [loggers.py:310] Engine 000: Avg prompt throughput: 2906.1 tokens/s, Avg generation throughput: 214.2 tokens/s, Running: 28 reqs, Waiting: 32 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:55:50 [loggers.py:310] Engine 000: Avg prompt throughput: 538.5 tokens/s, Avg generation throughput: 479.6 tokens/s, Running: 23 reqs, Waiting: 31 reqs, GPU KV cache usage: 81.7%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:00 [loggers.py:310] Engine 000: Avg prompt throughput: 2475.0 tokens/s, Avg generation throughput: 251.9 tokens/s, Running: 28 reqs, Waiting: 32 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:10 [loggers.py:310] Engine 000: Avg prompt throughput: 1076.4 tokens/s, Avg generation throughput: 456.2 tokens/s, Running: 27 reqs, Waiting: 31 reqs, GPU KV cache usage: 95.9%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:20 [loggers.py:310] Engine 000: Avg prompt throughput: 1937.0 tokens/s, Avg generation throughput: 280.0 tokens/s, Running: 28 reqs, Waiting: 32 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:30 [loggers.py:310] Engine 000: Avg prompt throughput: 1184.1 tokens/s, Avg generation throughput: 432.7 tokens/s, Running: 27 reqs, Waiting: 25 reqs, GPU KV cache usage: 95.9%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:40 [loggers.py:310] Engine 000: Avg prompt throughput: 1829.8 tokens/s, Avg generation throughput: 285.0 tokens/s, Running: 28 reqs, Waiting: 8 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:56:50 [loggers.py:310] Engine 000: Avg prompt throughput: 861.0 tokens/s, Avg generation throughput: 486.0 tokens/s, Running: 14 reqs, Waiting: 0 reqs, GPU KV cache usage: 49.7%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:00 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 186.1 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:10 [loggers.py:310] Engine 000: Avg prompt throughput: 107.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 8 reqs, Waiting: 16 reqs, GPU KV cache usage: 28.4%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:20 [loggers.py:310] Engine 000: Avg prompt throughput: 2475.6 tokens/s, Avg generation throughput: 268.8 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 85.3%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:30 [loggers.py:310] Engine 000: Avg prompt throughput: 1291.7 tokens/s, Avg generation throughput: 356.3 tokens/s, Running: 20 reqs, Waiting: 0 reqs, GPU KV cache usage: 71.1%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:40 [loggers.py:310] Engine 000: Avg prompt throughput: 1291.4 tokens/s, Avg generation throughput: 377.9 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 85.3%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:57:50 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 225.7 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=298592) INFO 09-12 06:58:00 [loggers.py:310] Engine 000: Avg prompt throughput: 861.0 tokens/s, Avg generation throughput: 1.0 tokens/s, Running: 15 reqs, Waiting: 45 reqs, GPU KV cache usage: 53.3%, Prefix cache hit rate: 0.0%
