--- <out-dir-7>/server_R2cZ7_1.log
(APIServer pid=258720) INFO 09-11 22:17:55 [loggers.py:310] Engine 000: Avg prompt throughput: 107.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 8 reqs, Waiting: 52 reqs, GPU KV cache usage: 31.8%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:20:45 [loggers.py:310] Engine 000: Avg prompt throughput: 1399.5 tokens/s, Avg generation throughput: 309.7 tokens/s, Running: 22 reqs, Waiting: 33 reqs, GPU KV cache usage: 87.5%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:20:55 [loggers.py:310] Engine 000: Avg prompt throughput: 1291.3 tokens/s, Avg generation throughput: 431.0 tokens/s, Running: 25 reqs, Waiting: 35 reqs, GPU KV cache usage: 99.4%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:05 [loggers.py:310] Engine 000: Avg prompt throughput: 2045.0 tokens/s, Avg generation throughput: 227.0 tokens/s, Running: 24 reqs, Waiting: 35 reqs, GPU KV cache usage: 95.5%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:15 [loggers.py:310] Engine 000: Avg prompt throughput: 645.8 tokens/s, Avg generation throughput: 501.6 tokens/s, Running: 25 reqs, Waiting: 35 reqs, GPU KV cache usage: 99.4%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:25 [loggers.py:310] Engine 000: Avg prompt throughput: 2367.8 tokens/s, Avg generation throughput: 175.2 tokens/s, Running: 25 reqs, Waiting: 23 reqs, GPU KV cache usage: 99.4%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:35 [loggers.py:310] Engine 000: Avg prompt throughput: 430.4 tokens/s, Avg generation throughput: 507.1 tokens/s, Running: 23 reqs, Waiting: 17 reqs, GPU KV cache usage: 91.5%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:45 [loggers.py:310] Engine 000: Avg prompt throughput: 2045.1 tokens/s, Avg generation throughput: 240.7 tokens/s, Running: 20 reqs, Waiting: 0 reqs, GPU KV cache usage: 79.5%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:21:55 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 336.5 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:22:05 [loggers.py:310] Engine 000: Avg prompt throughput: 107.8 tokens/s, Avg generation throughput: 0.1 tokens/s, Running: 8 reqs, Waiting: 16 reqs, GPU KV cache usage: 31.8%, Prefix cache hit rate: 0.0%
(APIServer pid=258720) INFO 09-11 22:22:15 [loggers.py:310] Engine 000: Avg prompt throughput: 2475.5 tokens/s, Avg generation throughput: 272.1 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 95.5%, Prefix cache hit rate: 0.0%
--- <out-dir-7>/server_R2cZ7_2.log
(APIServer pid=259868) INFO 09-11 22:18:02 [loggers.py:310] Engine 000: Avg prompt throughput: 2583.4 tokens/s, Avg generation throughput: 107.4 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:18:12 [loggers.py:310] Engine 000: Avg prompt throughput: 646.0 tokens/s, Avg generation throughput: 482.6 tokens/s, Running: 22 reqs, Waiting: 36 reqs, GPU KV cache usage: 90.1%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:18:22 [loggers.py:310] Engine 000: Avg prompt throughput: 1937.2 tokens/s, Avg generation throughput: 247.2 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:18:32 [loggers.py:310] Engine 000: Avg prompt throughput: 968.5 tokens/s, Avg generation throughput: 386.0 tokens/s, Running: 23 reqs, Waiting: 33 reqs, GPU KV cache usage: 94.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:18:42 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.6 tokens/s, Avg generation throughput: 345.1 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:18:52 [loggers.py:310] Engine 000: Avg prompt throughput: 1506.7 tokens/s, Avg generation throughput: 303.7 tokens/s, Running: 22 reqs, Waiting: 33 reqs, GPU KV cache usage: 90.1%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:02 [loggers.py:310] Engine 000: Avg prompt throughput: 1076.5 tokens/s, Avg generation throughput: 425.0 tokens/s, Running: 24 reqs, Waiting: 24 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:12 [loggers.py:310] Engine 000: Avg prompt throughput: 2044.8 tokens/s, Avg generation throughput: 200.3 tokens/s, Running: 23 reqs, Waiting: 4 reqs, GPU KV cache usage: 94.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:22 [loggers.py:310] Engine 000: Avg prompt throughput: 538.2 tokens/s, Avg generation throughput: 525.9 tokens/s, Running: 19 reqs, Waiting: 0 reqs, GPU KV cache usage: 77.8%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:32 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 48.6 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:42 [loggers.py:310] Engine 000: Avg prompt throughput: 2583.1 tokens/s, Avg generation throughput: 43.3 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:19:52 [loggers.py:310] Engine 000: Avg prompt throughput: 215.3 tokens/s, Avg generation throughput: 536.4 tokens/s, Running: 21 reqs, Waiting: 0 reqs, GPU KV cache usage: 86.0%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:02 [loggers.py:310] Engine 000: Avg prompt throughput: 2367.8 tokens/s, Avg generation throughput: 178.8 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:12 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 470.3 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:22 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:32 [loggers.py:310] Engine 000: Avg prompt throughput: 2583.5 tokens/s, Avg generation throughput: 194.8 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:42 [loggers.py:310] Engine 000: Avg prompt throughput: 968.8 tokens/s, Avg generation throughput: 411.5 tokens/s, Running: 22 reqs, Waiting: 35 reqs, GPU KV cache usage: 90.1%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:20:52 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.1 tokens/s, Avg generation throughput: 327.6 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:02 [loggers.py:310] Engine 000: Avg prompt throughput: 1721.9 tokens/s, Avg generation throughput: 306.2 tokens/s, Running: 22 reqs, Waiting: 36 reqs, GPU KV cache usage: 90.1%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:12 [loggers.py:310] Engine 000: Avg prompt throughput: 861.1 tokens/s, Avg generation throughput: 438.1 tokens/s, Running: 24 reqs, Waiting: 36 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:22 [loggers.py:310] Engine 000: Avg prompt throughput: 2045.1 tokens/s, Avg generation throughput: 216.7 tokens/s, Running: 24 reqs, Waiting: 28 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:32 [loggers.py:310] Engine 000: Avg prompt throughput: 645.9 tokens/s, Avg generation throughput: 481.8 tokens/s, Running: 24 reqs, Waiting: 22 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:42 [loggers.py:310] Engine 000: Avg prompt throughput: 2368.0 tokens/s, Avg generation throughput: 181.2 tokens/s, Running: 24 reqs, Waiting: 1 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:21:52 [loggers.py:310] Engine 000: Avg prompt throughput: 107.6 tokens/s, Avg generation throughput: 512.8 tokens/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 4.1%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:22:02 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 1.2 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=259868) INFO 09-11 22:22:12 [loggers.py:310] Engine 000: Avg prompt throughput: 2583.3 tokens/s, Avg generation throughput: 120.3 tokens/s, Running: 24 reqs, Waiting: 0 reqs, GPU KV cache usage: 98.2%, Prefix cache hit rate: 0.0%
