--- <out-dir-7>/server_R2bZw_1.log
(APIServer pid=200699) INFO 09-11 18:39:11 [loggers.py:310] Engine 000: Avg prompt throughput: 3121.7 tokens/s, Avg generation throughput: 7.5 tokens/s, Running: 36 reqs, Waiting: 24 reqs, GPU KV cache usage: 76.2%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:01 [loggers.py:310] Engine 000: Avg prompt throughput: 1937.0 tokens/s, Avg generation throughput: 463.7 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:11 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.2 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:21 [loggers.py:310] Engine 000: Avg prompt throughput: 2367.8 tokens/s, Avg generation throughput: 81.7 tokens/s, Running: 40 reqs, Waiting: 0 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:31 [loggers.py:310] Engine 000: Avg prompt throughput: 2690.6 tokens/s, Avg generation throughput: 261.3 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:41 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.3 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:41:51 [loggers.py:310] Engine 000: Avg prompt throughput: 1506.8 tokens/s, Avg generation throughput: 321.3 tokens/s, Running: 14 reqs, Waiting: 0 reqs, GPU KV cache usage: 29.6%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:01 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 271.6 tokens/s, Running: 14 reqs, Waiting: 0 reqs, GPU KV cache usage: 29.6%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:11 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 50.9 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:21 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.6 tokens/s, Avg generation throughput: 2.4 tokens/s, Running: 22 reqs, Waiting: 38 reqs, GPU KV cache usage: 46.6%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:31 [loggers.py:310] Engine 000: Avg prompt throughput: 3444.0 tokens/s, Avg generation throughput: 196.3 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:41 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.3 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:42:51 [loggers.py:310] Engine 000: Avg prompt throughput: 861.0 tokens/s, Avg generation throughput: 346.3 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:01 [loggers.py:310] Engine 000: Avg prompt throughput: 3767.3 tokens/s, Avg generation throughput: 20.3 tokens/s, Running: 47 reqs, Waiting: 9 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:11 [loggers.py:310] Engine 000: Avg prompt throughput: 430.5 tokens/s, Avg generation throughput: 629.6 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:21 [loggers.py:310] Engine 000: Avg prompt throughput: 107.7 tokens/s, Avg generation throughput: 549.1 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:31 [loggers.py:310] Engine 000: Avg prompt throughput: 2690.4 tokens/s, Avg generation throughput: 159.1 tokens/s, Running: 26 reqs, Waiting: 0 reqs, GPU KV cache usage: 55.0%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:41 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 444.6 tokens/s, Running: 26 reqs, Waiting: 0 reqs, GPU KV cache usage: 55.0%, Prefix cache hit rate: 0.0%
(APIServer pid=200699) INFO 09-11 18:43:51 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 70.8 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
--- <out-dir-7>/server_R2bZw_2.log
(APIServer pid=201846) INFO 09-11 18:39:09 [loggers.py:310] Engine 000: Avg prompt throughput: 2368.3 tokens/s, Avg generation throughput: 4.6 tokens/s, Running: 29 reqs, Waiting: 31 reqs, GPU KV cache usage: 61.4%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:39:19 [loggers.py:310] Engine 000: Avg prompt throughput: 2690.3 tokens/s, Avg generation throughput: 302.1 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:39:29 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.3 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:39:39 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.3 tokens/s, Avg generation throughput: 242.2 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:39:49 [loggers.py:310] Engine 000: Avg prompt throughput: 3444.2 tokens/s, Avg generation throughput: 100.9 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:39:59 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.2 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:09 [loggers.py:310] Engine 000: Avg prompt throughput: 107.6 tokens/s, Avg generation throughput: 441.0 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:19 [loggers.py:310] Engine 000: Avg prompt throughput: 2690.6 tokens/s, Avg generation throughput: 234.5 tokens/s, Running: 26 reqs, Waiting: 0 reqs, GPU KV cache usage: 55.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:29 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 440.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:39 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:49 [loggers.py:310] Engine 000: Avg prompt throughput: 2368.1 tokens/s, Avg generation throughput: 4.6 tokens/s, Running: 29 reqs, Waiting: 25 reqs, GPU KV cache usage: 61.4%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:40:59 [loggers.py:310] Engine 000: Avg prompt throughput: 2690.7 tokens/s, Avg generation throughput: 330.4 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:09 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 657.9 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:19 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.3 tokens/s, Avg generation throughput: 209.3 tokens/s, Running: 40 reqs, Waiting: 0 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:29 [loggers.py:310] Engine 000: Avg prompt throughput: 3444.5 tokens/s, Avg generation throughput: 129.1 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:39 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 657.9 tokens/s, Running: 47 reqs, Waiting: 7 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:49 [loggers.py:310] Engine 000: Avg prompt throughput: 861.1 tokens/s, Avg generation throughput: 412.1 tokens/s, Running: 39 reqs, Waiting: 0 reqs, GPU KV cache usage: 82.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:41:59 [loggers.py:310] Engine 000: Avg prompt throughput: 645.8 tokens/s, Avg generation throughput: 256.4 tokens/s, Running: 14 reqs, Waiting: 0 reqs, GPU KV cache usage: 29.6%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:09 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 106.9 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:19 [loggers.py:310] Engine 000: Avg prompt throughput: 861.1 tokens/s, Avg generation throughput: 0.9 tokens/s, Running: 15 reqs, Waiting: 45 reqs, GPU KV cache usage: 31.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:29 [loggers.py:310] Engine 000: Avg prompt throughput: 4197.6 tokens/s, Avg generation throughput: 61.5 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:39 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.3 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:49 [loggers.py:310] Engine 000: Avg prompt throughput: 107.7 tokens/s, Avg generation throughput: 478.6 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:42:59 [loggers.py:310] Engine 000: Avg prompt throughput: 3013.7 tokens/s, Avg generation throughput: 16.0 tokens/s, Running: 40 reqs, Waiting: 6 reqs, GPU KV cache usage: 84.7%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:09 [loggers.py:310] Engine 000: Avg prompt throughput: 1937.4 tokens/s, Avg generation throughput: 501.7 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:19 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 653.1 tokens/s, Running: 47 reqs, Waiting: 13 reqs, GPU KV cache usage: 99.5%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:29 [loggers.py:310] Engine 000: Avg prompt throughput: 2798.4 tokens/s, Avg generation throughput: 97.6 tokens/s, Running: 26 reqs, Waiting: 0 reqs, GPU KV cache usage: 55.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:39 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 444.5 tokens/s, Running: 26 reqs, Waiting: 0 reqs, GPU KV cache usage: 55.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:49 [loggers.py:310] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 164.4 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
(APIServer pid=201846) INFO 09-11 18:43:59 [loggers.py:310] Engine 000: Avg prompt throughput: 1614.6 tokens/s, Avg generation throughput: 2.4 tokens/s, Running: 22 reqs, Waiting: 44 reqs, GPU KV cache usage: 46.6%, Prefix cache hit rate: 0.0%
